"ID","SENTENCE","ARG1","REL","ARG2","CONTEXT","A","M","ERR","NORMAL","TRANSITIVE","SYMMETRIC","CONTEXTUAL","INTENTIONAL"
"191","O secretário-adjunto Antonio Ferreira Pinto afirmou que vai abrir hoje uma sindicância para apurar a denúncia de maus-tratos feita pelos presos .","Antonio_Ferreira_Pinto ","afirmou que vai abrir hoje uma sindicância para apurar a denúncia de ","maus-tratos ","","1","1","","1","0","0","0","0"
"","","a denúncia de maus-tratos ","feita pelos   ","presos ","","1","1","","1","0","0","0","0"
"192","Uma média de 2,7 gols por jogo .",".",".",".",".","","","","","","","",""
"193","Pode ser escapismo mas todo mundo só quer sair e esquecer tudo, jogar tudo para o alto .","e esquecer ","jogar tudo para ","o alto ","","0","","1","1","0","0","0","0"
"194","Nelson Maluf, diretor de operações da CET, acredita que os telões trarão impacto positivo no trânsito .","Nelson_Maluf ","acredita que ","os telões ","","0","","1","1","0","0","0","0"
"","","os telões ","trarão impacto positivo no   ","trânsito ","","1","1","","1","0","0","0","0"
"195","Em primeiro lugar, há que se distinguir entre o cidadão comum e o postulante a cargo público .","primeiro lugar ","há que distinguir entre ","o cidadão comum ","","1","1","","1","0","0","0","0"
"196","A única escapada foi abrir o chuveiro .","A única escapada ","foi abrir ","o chuveiro ","","1","1","","1","0","0","0","0"
"197","O resultado é que por falta de informação suas ações acabem \virando pó\"" mesmo em períodos longos .""","O resultado ","é que por ","falta de informação ","","0","","2","1","0","0","0","0"
"","","suas ações "," acabem  \  virando""","pó ","","1","1","","1","0","0","0","0"
"198","Desde ontem integrado ao elenco, o levantador Maurício iniciou seu treino na seleção sob o olhar atento do preparador físico Júlio Noronha .","Maurício ","iniciou seu treino na   ","seleção sob o olhar atento do  preparador físico ","","1","0","","1","0","0","0","0"
"199","Mudar as regras da categoria não foi um processo pacífico .","as regras da  categoria "," não foi ","um processo pacífico ","","1","1","","1","0","0","0","0"
"",""," foi um processo pacífico "," não","as regras da  categoria ","","0","","4","0","0","1","0","0"
"200","O governo é tímido ao lidar com o assunto, ao passo que o empresário a tudo assiste estupefado, mas sem reações desisivas .","O governo ","é tímido ao   ","lidar ","","0","","2","1","0","0","0","0"
"","","tímido ","  lidar com ","o assunto ","","0","","1","1","0","0","0","0"
"","","o empresário a ","assiste ","estupefado "," mas sem reações desisivas","1","1","","1","0","0","1","0"
